Number of tests,Onwards transmission,Percentage of tests that are positive
1.0,0.7960036049999999,0.02
2.0,0.7869736049999999,0.02
3.0,0.7779436049999999,0.02
4.0,0.7689136050000001,0.02
5.0,0.7598836050000001,0.02
6.0,0.750853605,0.02
7.0,0.741823605,0.02
8.0,0.732793605,0.02
9.0,0.723763605,0.02
10.0,0.7147336049999999,0.02
11.0,0.7099928549999999,0.019113636363636364
12.0,0.7095413549999999,0.017562499999999998
13.0,0.7090898549999999,0.01625
14.0,0.7086383549999999,0.015125
15.0,0.708186855,0.01415
16.0,0.7077353549999998,0.013296875
17.0,0.707283855,0.012544117647058824
18.0,0.7068323549999999,0.011875
19.0,0.7063808549999999,0.011276315789473685
20.0,0.7059293549999999,0.0107375
21.0,0.7054778549999999,0.01025
22.0,0.7050263549999999,0.009806818181818182
23.0,0.7045748549999999,0.009402173913043477
24.0,0.7041233549999999,0.00903125
25.0,0.703671855,0.00869
26.0,0.7032203549999999,0.008375
27.0,0.702768855,0.008083333333333333
28.0,0.7023173549999999,0.0078125
29.0,0.7018658549999999,0.007560344827586207
30.0,0.7014143549999999,0.007325
31.0,0.7009628549999999,0.00710483870967742
32.0,0.700511355,0.0068984375
33.0,0.7000598549999999,0.006704545454545454
34.0,0.699608355,0.006522058823529412
35.0,0.6991568549999999,0.00635
36.0,0.698705355,0.0061875
37.0,0.6982538549999999,0.0060337837837837836
38.0,0.6978023549999999,0.0058881578947368425
39.0,0.6973508549999998,0.00575
40.0,0.6968993549999999,0.0056187500000000005
41.0,0.6964478549999998,0.005493902439024391
42.0,0.6959963549999999,0.0053750000000000004
43.0,0.695544855,0.005261627906976744
44.0,0.6950933549999999,0.005153409090909091
45.0,0.694641855,0.00505
46.0,0.6941903549999999,0.004951086956521739
47.0,0.693738855,0.004856382978723404
48.0,0.6932873549999999,0.004765625
49.0,0.692835855,0.004678571428571428
50.0,0.692384355,0.004594999999999999
51.0,0.6919328549999999,0.004514705882352941
52.0,0.6914813549999999,0.0044375
53.0,0.6910298549999999,0.004363207547169811
54.0,0.6905783549999999,0.004291666666666667
55.0,0.6901268549999999,0.004222727272727272
56.0,0.689675355,0.004156249999999999
57.0,0.6892238549999999,0.004092105263157894
58.0,0.688772355,0.004030172413793103
59.0,0.688320855,0.003970338983050847
60.0,0.6878693549999999,0.0039125
61.0,0.6874178549999999,0.00385655737704918
62.0,0.6869663549999999,0.0038024193548387097
63.0,0.6865148549999999,0.00375
64.0,0.6860633549999999,0.00369921875
65.0,0.6856118549999999,0.00365
66.0,0.6851603549999999,0.003602272727272727
67.0,0.6847088549999999,0.003555970149253731
68.0,0.684257355,0.003511029411764706
69.0,0.6838058549999999,0.003467391304347826
70.0,0.6833543549999999,0.0034249999999999997
71.0,0.682902855,0.0033838028169014085
72.0,0.682451355,0.00334375
73.0,0.6819998549999999,0.0033047945205479452
74.0,0.6815483549999999,0.003266891891891892
75.0,0.681096855,0.00323
76.0,0.6806453549999999,0.003194078947368421
77.0,0.680193855,0.003159090909090909
78.0,0.6797423549999999,0.0031249999999999997
79.0,0.679290855,0.003091772151898734
80.0,0.6788393549999999,0.003059375
81.0,0.678387855,0.0030277777777777777
82.0,0.6779363549999999,0.002996951219512195
83.0,0.6774848549999999,0.002966867469879518
84.0,0.6770333549999998,0.0029375
85.0,0.6765818549999999,0.0029088235294117645
86.0,0.676130355,0.002880813953488372
87.0,0.6756788549999999,0.002853448275862069
88.0,0.675227355,0.0028267045454545454
89.0,0.6747758549999999,0.002800561797752809
90.0,0.674324355,0.002775
91.0,0.6738728549999999,0.00275
92.0,0.6734213549999999,0.0027255434782608693
93.0,0.6729698549999998,0.002701612903225806
94.0,0.6725183549999999,0.0026781914893617017
95.0,0.6720668549999999,0.0026552631578947365
96.0,0.6716153549999999,0.0026328124999999997
97.0,0.6711638549999999,0.002610824742268041
98.0,0.6707123549999999,0.002589285714285714
99.0,0.670260855,0.002568181818181818
100.0,0.6698093549999999,0.0025475
101.0,0.669357855,0.002527227722772277
102.0,0.668906355,0.0025073529411764705
103.0,0.668454855,0.002487864077669903
104.0,0.668003355,0.0024687499999999996
105.0,0.6675518549999999,0.00245
106.0,0.6671003549999999,0.0024316037735849054
107.0,0.6666488549999999,0.0024135514018691585
108.0,0.6661973549999999,0.002395833333333333
109.0,0.6657458549999999,0.002378440366972477
110.0,0.6652943549999999,0.0023613636363636363
111.0,0.664842855,0.0023445945945945942
112.0,0.6643913549999999,0.002328125
113.0,0.663939855,0.002311946902654867
114.0,0.6634883549999999,0.0022960526315789474
115.0,0.6630368549999999,0.0022804347826086953
116.0,0.6625853549999999,0.0022650862068965515
117.0,0.6621338549999999,0.00225
118.0,0.6616823549999999,0.0022351694915254236
119.0,0.6612308549999999,0.0022205882352941174
120.0,0.660779355,0.00220625
121.0,0.6603278549999999,0.0021921487603305785
122.0,0.659876355,0.00217827868852459
123.0,0.6594248549999999,0.002164634146341463
124.0,0.6589733549999999,0.002151209677419355
125.0,0.6585218549999998,0.0021379999999999997
126.0,0.6580703549999999,0.0021249999999999997
127.0,0.657618855,0.0021122047244094486
128.0,0.6571673549999999,0.002099609375
129.0,0.656715855,0.0020872093023255813
130.0,0.6562643549999999,0.002075
131.0,0.655812855,0.002062977099236641
132.0,0.6553613549999999,0.0020511363636363635
133.0,0.654909855,0.0020394736842105263
134.0,0.6544583549999999,0.0020279850746268654
135.0,0.654006855,0.0020166666666666666
136.0,0.653555355,0.002005514705882353
137.0,0.6531038549999999,0.0019945255474452554
138.0,0.6526523549999999,0.001983695652173913
139.0,0.6522008549999999,0.0019730215827338127
140.0,0.6517493549999999,0.0019625
141.0,0.6512978549999998,0.001952127659574468
142.0,0.650846355,0.0019419014084507042
143.0,0.6503948549999999,0.0019318181818181817
144.0,0.649943355,0.001921875
145.0,0.649491855,0.0019120689655172413
146.0,0.6490403549999999,0.0019023972602739726
147.0,0.6485888549999999,0.0018928571428571427
148.0,0.6481373549999999,0.001883445945945946
149.0,0.6476858549999999,0.0018741610738255033
150.0,0.6472343549999999,0.001865
151.0,0.6467828549999999,0.0018559602649006622
152.0,0.6463313549999999,0.0018470394736842105
153.0,0.6458798549999999,0.001838235294117647
154.0,0.6454283549999998,0.0018295454545454546
155.0,0.6449768549999999,0.001820967741935484
156.0,0.644525355,0.0018125
157.0,0.644073855,0.0018041401273885351
158.0,0.643622355,0.001795886075949367
159.0,0.6431708549999998,0.0017877358490566038
160.0,0.6427193549999999,0.0017796875
161.0,0.6422678549999999,0.0017717391304347826
162.0,0.641816355,0.0017638888888888888
163.0,0.641364855,0.0017561349693251535
164.0,0.6409133549999999,0.0017484756097560976
165.0,0.640461855,0.001740909090909091
166.0,0.6400103549999999,0.0017334337349397592
167.0,0.6395588549999999,0.0017260479041916168
168.0,0.6391073549999999,0.00171875
169.0,0.6386558549999999,0.0017115384615384616
170.0,0.638204355,0.0017044117647058825
171.0,0.6377528549999999,0.0016973684210526317
172.0,0.6373013549999998,0.0016904069767441862
173.0,0.6368498549999999,0.0016835260115606937
174.0,0.636398355,0.0016767241379310345
175.0,0.635946855,0.00167
176.0,0.635495355,0.0016633522727272727
177.0,0.6350438549999999,0.0016567796610169492
178.0,0.634592355,0.0016502808988764046
179.0,0.6341408549999998,0.001643854748603352
180.0,0.6336893549999998,0.0016375
181.0,0.6332378549999998,0.0016312154696132598
182.0,0.6327863549999999,0.0016250000000000001
183.0,0.632334855,0.0016188524590163935
184.0,0.6318833549999999,0.0016127717391304348
185.0,0.6314318549999999,0.0016067567567567569
186.0,0.6309803549999999,0.0016008064516129033
187.0,0.630528855,0.0015949197860962569
188.0,0.6300773550000001,0.0015890957446808508
189.0,0.629625855,0.0015833333333333335
190.0,0.629174355,0.0015776315789473683
191.0,0.6287228549999999,0.0015719895287958116
192.0,0.6282713549999999,0.0015664062499999999
193.0,0.6278198549999998,0.001560880829015544
194.0,0.6273683549999999,0.0015554123711340204
195.0,0.6269168549999999,0.0015500000000000002
196.0,0.626465355,0.001544642857142857
197.0,0.626013855,0.0015393401015228428
198.0,0.6255623549999999,0.001534090909090909
199.0,0.625110855,0.0015288944723618092
200.0,0.6246593549999999,0.00152375
201.0,0.6242078550000001,0.0015186567164179106
202.0,0.6237563549999999,0.0015136138613861384
203.0,0.6233048549999999,0.0015086206896551726
204.0,0.6228533549999999,0.001503676470588235
205.0,0.6224018549999999,0.0014987804878048782
206.0,0.6219503549999998,0.0014939320388349512
207.0,0.6214988549999999,0.0014891304347826088
208.0,0.621047355,0.0014843749999999998
209.0,0.620595855,0.0014796650717703351
210.0,0.620144355,0.0014749999999999997
211.0,0.6196928549999998,0.0014703791469194314
212.0,0.6192413549999999,0.0014658018867924527
213.0,0.6187898549999999,0.001461267605633803
214.0,0.618338355,0.0014567757009345793
215.0,0.617886855,0.001452325581395349
216.0,0.6174353549999999,0.0014479166666666666
217.0,0.616983855,0.0014435483870967743
218.0,0.6165323549999999,0.0014392201834862383
219.0,0.6160808549999999,0.0014349315068493149
220.0,0.6156293549999999,0.0014306818181818181
221.0,0.615177855,0.001426470588235294
222.0,0.614726355,0.0014222972972972971
223.0,0.6142748549999999,0.0014181614349775783
224.0,0.6138233549999998,0.0014140625
225.0,0.6133718549999999,0.0014099999999999998
226.0,0.6129203549999999,0.0014059734513274336
227.0,0.6124688549999999,0.0014019823788546254
228.0,0.612017355,0.0013980263157894737
229.0,0.6115658549999999,0.0013941048034934497
230.0,0.6111143549999999,0.0013902173913043477
231.0,0.610662855,0.0013863636363636363
232.0,0.6102113549999999,0.0013825431034482757
233.0,0.6097598549999999,0.001378755364806867
234.0,0.609308355,0.001375
235.0,0.608856855,0.0013712765957446808
236.0,0.6084053549999999,0.0013675847457627118
237.0,0.6079538549999999,0.0013639240506329114
238.0,0.6075023549999998,0.0013602941176470587
239.0,0.6070508549999999,0.001356694560669456
240.0,0.6065993549999998,0.001353125
241.0,0.606147855,0.0013495850622406637
242.0,0.605696355,0.0013460743801652893
243.0,0.6052448549999999,0.0013425925925925925
244.0,0.604793355,0.001339139344262295
245.0,0.6043418549999999,0.0013357142857142856
246.0,0.6038903549999999,0.0013323170731707316
247.0,0.6034388549999999,0.0013289473684210526
248.0,0.602987355,0.0013256048387096774
249.0,0.602535855,0.001322289156626506
250.0,0.6020843549999999,0.0013189999999999999
251.0,0.6016328549999999,0.0013157370517928287
252.0,0.6011813549999999,0.0013124999999999999
253.0,0.6007298549999999,0.0013092885375494071
254.0,0.6002783549999999,0.0013061023622047243
255.0,0.5998268549999999,0.001302941176470588
256.0,0.5993753549999999,0.0012998046875
257.0,0.5989238549999999,0.001296692607003891
258.0,0.5984723549999998,0.0012936046511627906
259.0,0.5980208549999999,0.0012905405405405405
260.0,0.597569355,0.0012875
261.0,0.597117855,0.0012844827586206897
262.0,0.596666355,0.0012814885496183206
263.0,0.5962148549999999,0.0012785171102661598
264.0,0.5957633549999999,0.0012755681818181817
265.0,0.5953118549999998,0.0012726415094339622
266.0,0.5948603549999998,0.0012697368421052632
267.0,0.594408855,0.0012668539325842697
268.0,0.5939573549999999,0.001263992537313433
269.0,0.593505855,0.0012611524163568773
270.0,0.5930543549999999,0.0012583333333333333
271.0,0.5926028549999999,0.0012555350553505535
272.0,0.5921513549999999,0.0012527573529411765
273.0,0.591699855,0.00125
274.0,0.591248355,0.0012472627737226277
275.0,0.590796855,0.0012445454545454546
276.0,0.590345355,0.0012418478260869566
277.0,0.5898938549999999,0.0012391696750902526
278.0,0.5894423549999999,0.0012365107913669064
279.0,0.5889908549999998,0.0012338709677419354
280.0,0.5885393549999999,0.00123125
281.0,0.5880878549999999,0.0012286476868327402
282.0,0.5876363549999999,0.001226063829787234
283.0,0.587184855,0.0012234982332155477
284.0,0.5867333549999999,0.001220950704225352
285.0,0.586281855,0.001218421052631579
286.0,0.5858303549999999,0.0012159090909090908
287.0,0.585378855,0.0012134146341463415
288.0,0.584927355,0.0012109375
289.0,0.5844758549999999,0.001208477508650519
290.0,0.5840243549999999,0.0012060344827586208
291.0,0.5835728549999999,0.0012036082474226803
292.0,0.583121355,0.0012011986301369863
293.0,0.5826698549999999,0.0011988054607508533
294.0,0.582218355,0.0011964285714285714
295.0,0.5817668549999999,0.0011940677966101696
296.0,0.581315355,0.001191722972972973
297.0,0.5808638549999998,0.0011893939393939393
298.0,0.580412355,0.0011870805369127518
299.0,0.5799608549999999,0.001184782608695652
300.0,0.579509355,0.0011825
301.0,0.5790590728833332,0.0011802325581395348
302.0,0.5786112362666667,0.0011779801324503312
303.0,0.5781658597499999,0.0011757425742574257
304.0,0.5777229579333332,0.0011735197368421054
305.0,0.5772825454166667,0.001171311475409836
306.0,0.5768446368,0.0011691176470588235
307.0,0.5764092466833333,0.0011669381107491856
308.0,0.5759763896666666,0.0011647727272727274
309.0,0.57554608035,0.0011626213592233008
310.0,0.5751183333333332,0.001160483870967742
311.0,0.5746931632166665,0.0011583601286173633
312.0,0.5742705845999999,0.00115625
313.0,0.5738506120833333,0.0011541533546325878
314.0,0.5734332602666665,0.0011520700636942676
315.0,0.5730185437499999,0.00115
316.0,0.5726064771333332,0.0011479430379746835
317.0,0.5721970750166665,0.0011458990536277601
318.0,0.5717903520000001,0.001143867924528302
319.0,0.5713863226833333,0.0011418495297805642
320.0,0.5709850016666667,0.00113984375
321.0,0.5705864035499999,0.0011378504672897194
322.0,0.5701905429333333,0.0011358695652173914
323.0,0.5697974344166665,0.0011339009287925695
324.0,0.5694070925999999,0.0011319444444444445
325.0,0.5690195320833333,0.00113
326.0,0.5686347674666666,0.0011280674846625767
327.0,0.5682528133499998,0.0011261467889908255
328.0,0.5678736843333333,0.001124237804878049
329.0,0.5674973950166666,0.0011223404255319147
330.0,0.5671239599999999,0.0011204545454545456
331.0,0.5667533938833333,0.0011185800604229606
332.0,0.5663857112666666,0.0011167168674698796
333.0,0.5660209267499999,0.0011148648648648648
334.0,0.5656590549333333,0.0011130239520958085
335.0,0.5653001104166666,0.0011111940298507463
336.0,0.5649441077999999,0.0011093750000000001
337.0,0.5645910616833333,0.001107566765578635
338.0,0.5642409866666667,0.001105769230769231
339.0,0.5638938973500001,0.0011039823008849557
340.0,0.5635498083333332,0.0011022058823529413
341.0,0.5632087342166666,0.0011004398826979472
342.0,0.5628706895999999,0.001098684210526316
343.0,0.5625356890833333,0.001096938775510204
344.0,0.5622037472666667,0.001095203488372093
345.0,0.5618748787499999,0.001093478260869565
346.0,0.5615490981333333,0.0010917630057803468
347.0,0.5612264200166666,0.001090057636887608
348.0,0.5609068589999999,0.0010883620689655174
349.0,0.5605904296833333,0.001086676217765043
350.0,0.5602771466666665,0.001085
351.0,0.5599670245499999,0.0010833333333333333
352.0,0.5596600779333334,0.0010816761363636365
353.0,0.5593563214166666,0.001080028328611898
354.0,0.5590557695999999,0.0010783898305084746
355.0,0.5587584370833333,0.0010767605633802816
356.0,0.5584643384666665,0.0010751404494382024
357.0,0.5581734883499998,0.0010735294117647058
358.0,0.5578859013333333,0.001071927374301676
359.0,0.5576015920166666,0.00107033426183844
360.0,0.557320575,0.00106875
361.0,0.5570428648833333,0.001067174515235457
362.0,0.5567684762666665,0.00106560773480663
363.0,0.55649742375,0.0010640495867768594
364.0,0.5562297219333332,0.0010624999999999999
365.0,0.5559653854166666,0.001060958904109589
366.0,0.5557044287999999,0.0010594262295081968
367.0,0.5554468666833333,0.0010579019073569482
368.0,0.5551927136666666,0.0010563858695652173
369.0,0.55494198435,0.0010548780487804877
370.0,0.5546946933333332,0.0010533783783783783
